id,city,date,year,month,temperature,minimum,maximum,temp_range,precipitation,is_rain,conditions
218,Indianapolis,2023-06-01,2023,6,76.9,65.1,87.3,22.200000000000003,0.0,False,partially cloudy
219,Indianapolis,2023-07-01,2023,7,75.0,68.5,84.7,16.200000000000003,0.858,True,"rain, partially cloudy"
220,Indianapolis,2023-08-01,2023,8,72.0,61.3,82.1,20.799999999999997,0.0,False,partially cloudy
221,Indianapolis,2023-09-01,2023,9,69.8,56.2,82.6,26.39999999999999,0.0,False,clear
222,Indianapolis,2023-10-01,2023,10,70.6,58.2,83.9,25.700000000000003,0.0,False,clear
223,Indianapolis,2023-11-01,2023,11,36.2,29.9,45.4,15.5,0.0,False,partially cloudy
224,Indianapolis,2023-12-01,2023,12,46.4,42.5,50.0,7.5,0.325,True,"rain, overcast"
225,Indianapolis,2024-01-01,2024,1,34.6,32.5,38.1,5.600000000000001,0.0,False,overcast
226,Indianapolis,2024-02-01,2024,2,41.6,32.6,52.7,20.1,0.0,False,partially cloudy
227,Indianapolis,2024-03-01,2024,3,37.3,30.7,43.4,12.7,0.0,False,partially cloudy
228,Indianapolis,2024-04-01,2024,4,57.8,48.1,65.3,17.199999999999996,0.787,True,"rain, overcast"
229,Indianapolis,2024-05-01,2024,5,69.7,58.5,80.9,22.400000000000006,0.0,False,partially cloudy
230,Indianapolis,2024-06-01,2024,6,65.9,62.9,72.6,9.699999999999996,0.22,True,"rain, partially cloudy"
231,Indianapolis,2024-07-01,2024,7,65.9,55.0,75.4,20.400000000000006,0.0,False,partially cloudy
232,Indianapolis,2024-08-01,2024,8,76.9,71.4,88.2,16.799999999999997,0.198,True,"rain, partially cloudy"
233,Indianapolis,2024-09-01,2024,9,72.6,62.4,83.9,21.500000000000007,0.0,False,clear
234,Indianapolis,2024-10-01,2024,10,67.0,57.6,79.4,21.800000000000004,0.0,False,partially cloudy
235,Indianapolis,2024-11-01,2024,11,47.0,39.8,54.6,14.800000000000004,0.0,False,clear
236,Indianapolis,2024-12-01,2024,12,23.8,18.8,29.3,10.5,0.0,False,partially cloudy
237,Indianapolis,2025-01-01,2025,1,33.4,30.7,36.7,6.0000000000000036,0.199,True,"snow, rain, overcast"
238,Indianapolis,2025-02-01,2025,2,33.7,28.2,39.2,11.000000000000004,0.0,False,partially cloudy
239,Indianapolis,2025-03-01,2025,3,31.5,21.2,46.3,25.099999999999998,0.0,False,partially cloudy
240,Indianapolis,2025-04-01,2025,4,41.5,30.4,52.6,22.200000000000003,0.0,False,partially cloudy
241,Indianapolis,2025-05-01,2025,5,68.9,65.7,74.1,8.399999999999991,0.046,True,"rain, partially cloudy"
242,Indianapolis,2025-06-01,2025,6,59.5,43.9,74.5,30.6,0.0,False,partially cloudy
243,Indianapolis,2025-07-01,2025,7,78.6,70.4,85.4,15.0,0.108,True,"rain, partially cloudy"
62,Minneapolis,2020-07-01,2020,7,80.2,73.5,87.0,13.5,0.0,False,partially cloudy
63,Minneapolis,2020-08-01,2020,8,73.3,64.6,80.4,15.800000000000011,0.063,True,"rain, partially cloudy"
64,Minneapolis,2020-09-01,2020,9,64.1,57.5,71.1,13.599999999999994,0.0,False,partially cloudy
65,Minneapolis,2020-10-01,2020,10,49.1,44.5,54.3,9.799999999999997,0.019,True,"rain, partially cloudy"
66,Minneapolis,2020-11-01,2020,11,31.5,26.2,38.0,11.8,0.0,False,partially cloudy
67,Minneapolis,2020-12-01,2020,12,23.9,15.1,36.4,21.299999999999997,0.0,False,clear
68,Minneapolis,2021-01-01,2021,1,17.6,12.2,22.3,10.100000000000001,0.041,False,"snow, partially cloudy"
69,Minneapolis,2021-02-01,2021,2,25.6,22.1,29.2,7.099999999999998,0.0,False,overcast
70,Minneapolis,2021-03-01,2021,3,18.6,13.2,23.6,10.400000000000002,0.018,False,"snow, partially cloudy"
71,Minneapolis,2021-04-01,2021,4,31.9,20.0,44.2,24.200000000000003,0.0,False,clear
72,Minneapolis,2021-05-01,2021,5,70.6,53.6,86.9,33.300000000000004,0.0,False,partially cloudy
73,Minneapolis,2021-06-01,2021,6,66.6,52.0,77.7,25.700000000000003,0.0,False,clear
74,Minneapolis,2021-07-01,2021,7,77.4,67.1,87.0,19.900000000000006,0.0,False,partially cloudy
75,Minneapolis,2021-08-01,2021,8,71.1,61.7,79.1,17.39999999999999,0.0,False,partially cloudy
76,Minneapolis,2021-09-01,2021,9,68.8,59.3,78.2,18.900000000000006,0.0,False,clear
77,Minneapolis,2021-10-01,2021,10,71.4,64.5,78.2,13.700000000000003,0.067,True,"rain, partially cloudy"
78,Minneapolis,2021-11-01,2021,11,38.2,33.2,41.8,8.599999999999994,0.0,False,partially cloudy
79,Minneapolis,2021-12-01,2021,12,42.9,35.5,51.3,15.799999999999997,0.134,True,"rain, partially cloudy"
80,Minneapolis,2022-01-01,2022,1,-6.6,-10.5,0.4,10.9,0.0,False,partially cloudy
81,Minneapolis,2022-02-01,2022,2,18.7,3.1,34.3,31.199999999999996,0.0,False,partially cloudy
82,Minneapolis,2022-03-01,2022,3,34.4,29.9,39.5,9.600000000000001,0.0,False,partially cloudy
83,Minneapolis,2022-04-01,2022,4,34.0,23.1,44.6,21.5,0.0,False,partially cloudy
84,Minneapolis,2022-05-01,2022,5,45.4,42.7,47.7,5.0,0.146,True,"rain, overcast"
85,Minneapolis,2022-06-01,2022,6,60.8,50.5,68.7,18.200000000000003,0.0,False,partially cloudy
86,Minneapolis,2022-07-01,2022,7,74.3,62.7,84.5,21.799999999999997,0.0,False,clear
87,Minneapolis,2022-08-01,2022,8,75.4,66.3,84.0,17.700000000000003,0.0,False,partially cloudy
88,Minneapolis,2022-09-01,2022,9,77.4,66.1,88.4,22.30000000000001,0.0,False,clear
89,Minneapolis,2022-10-01,2022,10,61.8,56.6,69.7,13.100000000000001,0.002,True,"rain, partially cloudy"
90,Minneapolis,2022-11-01,2022,11,54.6,40.1,70.3,30.199999999999996,0.0,False,clear
91,Minneapolis,2022-12-01,2022,12,21.2,7.1,32.2,25.1,0.0,False,partially cloudy
92,Minneapolis,2023-01-01,2023,1,28.2,22.5,35.1,12.600000000000001,0.0,False,partially cloudy
93,Minneapolis,2023-02-01,2023,2,10.3,-0.5,19.6,20.1,0.0,False,partially cloudy
94,Minneapolis,2023-03-01,2023,3,32.0,24.3,36.8,12.499999999999996,0.051,True,"snow, rain, overcast"
95,Minneapolis,2023-04-01,2023,4,31.7,25.3,38.6,13.3,0.198,True,"snow, rain, partially cloudy"
96,Minneapolis,2023-05-01,2023,5,48.9,41.7,56.4,14.699999999999996,0.0,False,partially cloudy
97,Minneapolis,2023-06-01,2023,6,78.6,71.8,88.5,16.700000000000003,0.058,True,"rain, partially cloudy"
98,Minneapolis,2023-07-01,2023,7,78.3,66.5,86.0,19.5,0.0,False,partially cloudy
99,Minneapolis,2023-08-01,2023,8,75.8,64.4,85.7,21.299999999999997,0.0,False,partially cloudy
100,Minneapolis,2023-09-01,2023,9,75.9,63.2,89.2,26.0,0.0,False,clear
101,Minneapolis,2023-10-01,2023,10,78.1,68.7,90.9,22.200000000000003,0.0,False,clear
102,Minneapolis,2023-11-01,2023,11,29.4,22.3,37.1,14.8,0.0,False,partially cloudy
103,Minneapolis,2023-12-01,2023,12,26.8,19.1,36.2,17.1,0.0,False,clear
104,Minneapolis,2024-01-01,2024,1,23.2,22.5,24.7,2.1999999999999993,0.0,False,partially cloudy
105,Minneapolis,2024-02-01,2024,2,37.8,28.0,49.6,21.6,0.0,False,partially cloudy
106,Minneapolis,2024-03-01,2024,3,46.9,37.1,58.5,21.4,0.0,False,clear
107,Minneapolis,2024-04-01,2024,4,38.9,32.1,44.1,12.0,0.0,False,partially cloudy
108,Minneapolis,2024-05-01,2024,5,56.4,50.2,63.7,13.5,0.0,False,partially cloudy
109,Minneapolis,2024-06-01,2024,6,67.6,61.3,75.5,14.200000000000003,0.144,True,"rain, partially cloudy"
110,Minneapolis,2024-07-01,2024,7,67.9,59.1,75.1,15.999999999999993,0.005,True,"rain, partially cloudy"
111,Minneapolis,2024-08-01,2024,8,70.6,66.4,75.5,9.099999999999994,0.857,True,"rain, partially cloudy"
112,Minneapolis,2024-09-01,2024,9,65.7,57.5,72.4,14.900000000000006,0.0,False,clear
113,Minneapolis,2024-10-01,2024,10,56.8,48.0,64.3,16.299999999999997,0.0,False,clear
114,Minneapolis,2024-11-01,2024,11,37.4,29.2,44.6,15.400000000000002,0.0,False,partially cloudy
115,Minneapolis,2024-12-01,2024,12,10.8,6.3,18.0,11.7,0.0,False,partially cloudy
116,Minneapolis,2025-01-01,2025,1,20.5,18.2,25.4,7.199999999999999,0.0,False,overcast
117,Minneapolis,2025-02-01,2025,2,27.7,25.6,30.8,5.199999999999999,0.0,False,partially cloudy
118,Minneapolis,2025-03-01,2025,3,19.2,12.1,26.1,14.000000000000002,0.0,False,clear
119,Minneapolis,2025-04-01,2025,4,34.2,28.8,40.1,11.3,0.156,True,"snow, rain, partially cloudy"
120,Minneapolis,2025-05-01,2025,5,58.0,52.4,64.0,11.600000000000001,0.754,True,"rain, partially cloudy"
121,Minneapolis,2025-06-01,2025,6,68.5,54.9,80.1,25.199999999999996,0.0,False,clear
122,Minneapolis,2025-07-01,2025,7,76.3,65.6,84.8,19.200000000000003,0.0,False,clear
244,ST Louis,2020-07-01,2020,7,73.4,68.2,78.4,10.200000000000003,0.045,True,"rain, partially cloudy"
245,ST Louis,2020-08-01,2020,8,69.5,66.2,75.3,9.099999999999994,0.018,True,"rain, partially cloudy"
246,ST Louis,2020-09-01,2020,9,70.3,64.9,75.0,10.099999999999994,0.491,True,"rain, partially cloudy"
247,ST Louis,2020-10-01,2020,10,56.4,47.0,67.9,20.900000000000006,0.0,False,clear
248,ST Louis,2020-11-01,2020,11,47.2,32.4,53.8,21.4,0.0,False,clear
249,ST Louis,2020-12-01,2020,12,30.2,22.8,41.2,18.400000000000002,0.0,False,clear
250,ST Louis,2021-01-01,2021,1,33.1,29.9,35.1,5.200000000000003,0.123,True,"snow, rain, overcast"
251,ST Louis,2021-02-01,2021,2,32.9,30.8,34.1,3.3000000000000007,0.0,False,overcast
252,ST Louis,2021-03-01,2021,3,39.4,30.0,50.0,20.0,0.0,False,clear
253,ST Louis,2021-04-01,2021,4,38.3,30.0,47.2,17.200000000000003,0.03,True,rain
254,ST Louis,2021-05-01,2021,5,68.3,52.5,84.9,32.400000000000006,0.0,False,clear
255,ST Louis,2021-06-01,2021,6,64.7,61.2,68.3,7.099999999999994,0.001,True,"rain, partially cloudy"
256,ST Louis,2021-07-01,2021,7,76.6,71.2,84.6,13.399999999999991,0.146,True,"rain, partially cloudy"
257,ST Louis,2021-08-01,2021,8,73.3,62.4,84.8,22.4,0.0,False,partially cloudy
258,ST Louis,2021-09-01,2021,9,73.4,67.0,83.0,16.0,0.177,True,"rain, partially cloudy"
259,ST Louis,2021-10-01,2021,10,72.0,61.8,82.9,21.10000000000001,0.0,False,partially cloudy
260,ST Louis,2021-11-01,2021,11,41.8,35.7,48.8,13.099999999999994,0.001,True,"rain, partially cloudy"
261,ST Louis,2021-12-01,2021,12,52.7,42.8,65.1,22.299999999999997,0.003,True,"rain, partially cloudy"
262,ST Louis,2022-01-01,2022,1,38.3,29.0,56.3,27.299999999999997,0.687,True,"snow, rain, overcast"
263,ST Louis,2022-02-01,2022,2,46.0,36.5,56.0,19.5,0.5,True,"rain, partially cloudy"
